Unnamed: 0,Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,CPU_BRAND,HDD,SSD,GPU_BRAND,OS
929,HP,Notebook,4,1.95,61207.23,0,0,137.98683758583198,Intel Core i5,500,0,Intel,Windows
779,Asus,Notebook,8,2.0,30997.813,0,0,174.05705383053478,Other Intel Processor,0,128,Intel,Windows
200,Dell,Gaming,16,2.65,98283.15,0,1,348.1141076610696,Intel Core i7,1000,512,Nvidia,Windows
134,HP,Notebook,8,2.05,31855.460000000003,0,0,123.83434142318256,Intel Core i7,1000,0,Intel,Windows
1051,HP,Notebook,8,1.91,52151.33,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
40,Asus,Notebook,4,2.0,20722.03,0,0,174.05705383053478,Intel Core i3,1000,0,Intel,Other
1017,Lenovo,Notebook,16,2.4,158105.36000000002,0,1,313.9063629776118,Intel Core i7,0,512,Nvidia,Windows
230,Asus,Notebook,4,2.37,21254.197300000003,0,0,123.83434142318256,Intel Core i3,1000,0,Intel,Windows
378,Asus,Notebook,4,1.5,15235.22,0,0,137.98683758583198,Other Intel Processor,0,0,Intel,Windows
288,Lenovo,Gaming,16,2.5,62805.33,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
418,Dell,Notebook,8,2.14,28763.136500000004,0,0,123.83434142318256,Intel Core i5,1000,0,Intel,Windows
391,Asus,Gaming,16,3.0,84752.57,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
592,Dell,2 in 1 Convertible,4,1.39,32121.81,1,0,166.53583846565928,Other Intel Processor,0,128,Intel,Windows
1162,HP,Gaming,8,2.62,47889.73,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
1086,HP,Workstation,8,1.9,79638.65000000001,0,0,174.05705383053478,Intel Core i7,0,256,AMD,Windows
647,Razer,Gaming,16,1.95,138448.73,0,0,193.9492885540245,Intel Core i7,0,256,Nvidia,Windows
1152,Lenovo,Notebook,8,2.32,31908.730000000003,0,0,174.05705383053478,Intel Core i5,1000,0,AMD,Other
520,Lenovo,Gaming,8,3.2,74524.73000000001,0,1,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
64,HP,Notebook,8,1.86,36756.3,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
14,Apple,Ultrabook,8,0.92,67248.04800000001,0,1,271.5290039756342,Other Intel Processor,0,256,Intel,Mac
1180,Lenovo,2 in 1 Convertible,8,1.36,87202.99,1,1,258.599051405366,Intel Core i5,0,256,Intel,Windows
1064,MSI,Gaming,16,1.8,102757.83,0,0,174.05705383053478,Intel Core i7,1000,256,Nvidia,Windows
492,Asus,Gaming,8,1.99,71914.5,0,0,174.05705383053478,Intel Core i7,1000,128,Nvidia,Windows
379,Acer,Notebook,8,2.4,45066.420000000006,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Other
187,Lenovo,Gaming,8,2.4,41497.33,0,1,174.05705383053478,Intel Core i5,0,256,Nvidia,Other
763,Asus,Ultrabook,8,1.2,60141.83,0,1,340.2619097439025,Intel Core i5,0,256,Intel,Windows
216,Lenovo,Notebook,8,2.8,31376.03,0,0,130.79431790733827,Intel Core i5,1000,0,Nvidia,Other
791,Vero,Notebook,4,1.22,10808.483,0,0,193.9492885540245,Other Intel Processor,0,0,Intel,Windows
1076,Lenovo,Notebook,4,2.3,52044.79,0,1,174.05705383053478,Intel Core i5,1000,0,Nvidia,Windows
878,Dell,Notebook,4,2.18,48608.875,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
337,HP,Notebook,8,1.84,60940.880000000005,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
719,HP,Notebook,8,2.63,63924.00000000001,0,0,156.9531814888059,Intel Core i7,0,256,Nvidia,Windows
295,Lenovo,Gaming,8,3.2,69197.73000000001,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
1016,HP,Notebook,4,2.04,41017.367300000005,0,0,123.83434142318256,Intel Core i3,0,256,Intel,Windows
455,Dell,2 in 1 Convertible,4,1.47,25516.33,1,0,166.53583846565928,Other Intel Processor,500,0,Intel,Windows
815,Lenovo,Ultrabook,8,1.32,99028.93,0,0,193.9492885540245,Intel Core i7,0,256,Intel,Windows
269,Lenovo,Notebook,8,2.05,46877.600000000006,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
995,Asus,Notebook,8,1.4,61260.5,0,0,340.2619097439025,Intel Core i5,0,256,Intel,Windows
201,Lenovo,Notebook,4,2.1,26262.11,0,0,123.83434142318256,Intel Core i5,0,128,Intel,Windows
161,Acer,Notebook,4,3.0,42882.350000000006,0,1,156.9531814888059,Intel Core i5,0,256,Nvidia,Windows
729,HP,Notebook,4,2.1,26049.03,0,0,174.05705383053478,AMD Processor,1000,0,AMD,Windows
401,Asus,Gaming,16,2.9,81449.83,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
702,Lenovo,Notebook,8,2.2,22852.83,0,0,123.83434142318256,AMD Processor,1000,0,AMD,Windows
1129,HP,Gaming,8,3.35,60141.83,0,1,156.9531814888059,Intel Core i5,1000,128,Nvidia,Windows
565,Dell,Ultrabook,8,1.21,85178.73000000001,1,1,408.3142916926831,Intel Core i5,0,128,Intel,Windows
1021,Toshiba,Ultrabook,8,1.2,84699.3,0,0,204.15714584634156,Intel Core i5,0,256,Intel,Windows
1025,HP,Ultrabook,4,1.26,83047.93000000001,0,0,154.54525809613182,Intel Core i5,0,256,Intel,Windows
1104,Lenovo,Gaming,16,2.4,63870.73,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Windows
205,Lenovo,Gaming,16,2.4,74471.46,0,0,174.05705383053478,Intel Core i7,0,512,Nvidia,Other
34,Apple,Ultrabook,8,1.35,53163.46000000001,0,0,153.11785938475614,Intel Core i5,0,0,Intel,Mac
775,Asus,2 in 1 Convertible,12,2.3,44693.530000000006,1,0,174.05705383053478,Intel Core i7,2000,0,Nvidia,Windows
508,HP,Ultrabook,8,1.34,70476.21,0,1,204.15714584634156,Intel Core i7,0,512,Intel,Windows
1282,Asus,Notebook,4,2.2,38371.44640000001,0,0,123.83434142318256,Intel Core i7,500,0,Nvidia,Windows
91,Acer,Notebook,8,2.2,36703.03,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
897,HP,Notebook,8,2.04,47943.0,0,0,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
564,Asus,Notebook,8,2.5,44693.530000000006,0,0,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
776,Lenovo,Notebook,16,2.5,126249.9,0,0,348.1141076610696,Intel Core i7,0,512,Nvidia,Windows
241,Asus,Notebook,8,2.1,60994.15,0,0,156.9531814888059,Intel Core i7,1000,128,Nvidia,Windows
13,Dell,Notebook,4,2.2,26576.403,0,0,174.05705383053478,Intel Core i3,0,256,AMD,Windows
315,Dell,Notebook,8,2.33,44959.880000000005,0,0,174.05705383053478,Intel Core i5,1000,128,AMD,Windows
600,HP,Notebook,8,1.84,64936.130000000005,0,0,174.05705383053478,Intel Core i7,0,256,Intel,Windows
387,Dell,Workstation,8,2.23,72926.63,0,0,174.05705383053478,Intel Core i5,500,0,AMD,Windows
166,Acer,Notebook,4,2.1,19364.1777,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
840,Asus,Gaming,16,2.73,95832.73,0,0,156.9531814888059,Intel Core i7,1000,512,Nvidia,Windows
20,Asus,Netbook,2,0.98,10222.513,0,0,166.53583846565928,Other Intel Processor,0,0,Intel,Windows
646,Acer,Ultrabook,8,1.8,48955.130000000005,0,1,193.9492885540245,Intel Core i5,0,256,Intel,Windows
1154,Dell,Notebook,8,2.04,119893.7236,1,1,348.1141076610696,Intel Core i5,0,256,Nvidia,Windows
831,Lenovo,Ultrabook,16,1.1,111813.73,0,1,258.599051405366,Intel Core i7,0,512,Intel,Windows
562,HP,Ultrabook,16,1.16,104675.55,1,1,340.2619097439025,Other Intel Processor,0,512,Intel,Windows
1268,Asus,Notebook,4,2.2,38371.44640000001,0,0,123.83434142318256,Intel Core i7,500,0,Nvidia,Windows
686,HP,Notebook,4,1.86,32633.7347,0,0,123.83434142318256,Intel Core i5,500,0,AMD,Windows
957,HP,2 in 1 Convertible,4,1.45,41284.25,1,0,166.53583846565928,Other Intel Processor,0,256,Intel,Windows
189,Dell,Notebook,8,2.8,57797.95,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Windows
975,HP,Notebook,8,2.04,52151.33,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
699,HP,Notebook,4,2.1,36703.03,0,1,174.05705383053478,Intel Core i7,500,0,AMD,Windows
510,Dell,Ultrabook,8,1.29,47889.73,1,1,204.15714584634156,Intel Core i5,0,128,Intel,Windows
1082,Lenovo,2 in 1 Convertible,4,0.69,34426.8029,1,1,268.8405979956775,Other Intel Processor,0,0,Intel,Windows
474,Asus,Notebook,12,2.06,69197.73000000001,0,1,348.1141076610696,Intel Core i7,1000,128,Intel,Windows
856,Asus,Notebook,4,2.0,23918.230000000003,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Windows
747,HP,Notebook,8,1.86,28712.53,0,0,174.05705383053478,Intel Core i3,0,256,Intel,Windows
252,Asus,Notebook,4,1.68,24983.63,0,0,123.83434142318256,AMD Processor,1000,0,AMD,Windows
21,Lenovo,Gaming,8,2.5,53216.73,0,1,174.05705383053478,Intel Core i5,1000,128,Nvidia,Windows
459,HP,Notebook,8,2.5,34087.473,0,0,130.79431790733827,Intel Core i3,0,256,Intel,Windows
1184,HP,Notebook,6,2.18,42562.73,0,1,174.05705383053478,Intel Core i7,1000,0,Nvidia,Windows
276,Dell,Notebook,8,2.8,58543.73,0,0,156.9531814888059,Intel Core i7,1000,128,AMD,Other
955,Dell,Gaming,16,4.36,168013.58000000002,0,1,313.9063629776118,Intel Core i7,1000,512,Nvidia,Windows
1215,Acer,Notebook,4,3.3,31855.460000000003,0,0,130.79431790733827,Intel Core i3,1000,0,Nvidia,Windows
385,Lenovo,Ultrabook,8,1.13,121562.14,0,1,258.599051405366,Intel Core i7,0,512,Intel,Windows
805,HP,Netbook,8,1.26,73992.03,0,0,154.54525809613182,Intel Core i5,0,256,Intel,Windows
343,Lenovo,2 in 1 Convertible,16,1.4,111813.73,1,1,390.6892143534306,Intel Core i7,0,512,Intel,Windows
769,Acer,Notebook,4,2.1,15874.46,0,0,123.83434142318256,Other Intel Processor,1000,0,Intel,Other
130,Dell,Notebook,8,2.36,34038.9973,0,0,123.83434142318256,Intel Core i5,1000,0,AMD,Windows
871,Lenovo,Notebook,4,2.2,25516.33,0,0,174.05705383053478,Intel Core i3,1000,0,AMD,Other
1123,Dell,Notebook,4,2.09,27893.7701,0,0,123.83434142318256,Intel Core i5,500,0,Intel,Other
87,HP,Notebook,8,1.96,31908.197300000003,0,0,174.05705383053478,Intel Core i5,0,256,Intel,Windows
330,MSI,Gaming,8,2.7,63870.73,0,0,156.9531814888059,Intel Core i7,1000,256,Nvidia,Windows
1238,Lenovo,Notebook,16,1.4,79851.73000000001,0,1,204.15714584634156,Intel Core i7,0,512,Intel,Windows
466,Acer,Notebook,4,2.2,24983.63,0,0,123.83434142318256,Intel Core i3,500,0,Nvidia,Windows
121,MSI,Gaming,16,1.8,119404.705,0,0,174.05705383053478,Intel Core i7,2000,256,Nvidia,Windows
1044,HP,Notebook,4,1.54,53270.0,0,0,193.9492885540245,Intel Core i5,500,0,Intel,Windows
1095,Acer,Notebook,8,2.4,42562.73,0,0,174.05705383053478,Intel Core i5,1000,256,Nvidia,Windows
1130,HP,Notebook,8,2.04,33506.83,0,0,123.83434142318256,Intel Core i7,2000,0,Intel,Windows
1294,Dell,Notebook,8,2.3,42935.08730000001,0,0,123.83434142318256,Intel Core i7,1000,0,AMD,Other
860,Lenovo,Notebook,8,2.3,45314.6582,0,1,174.05705383053478,Intel Core i5,1000,0,Intel,Windows
1126,Lenovo,2 in 1 Convertible,4,0.69,25516.33,1,1,268.8405979956775,Other Intel Processor,0,0,Intel,Windows
